amp,motor_temp,ambient_temp,vib_x,vib_y,vib_z,timestamp,motor_id,operating_hours,status
0.037,40.94,49.28,-1.851,-0.655,2.0,2026-04-17 10:05:00,MTR-03,4128,Warning
0.0,41.71,49.28,-1.135,-0.3,2.0,2026-04-17 10:10:00,MTR-01,4887,Warning
0.199,41.16,49.38,2.0,0.644,0.678,2026-04-17 10:15:00,MTR-03,4763,Warning
0.124,41.16,49.28,-1.218,-0.042,-0.21,2026-04-17 10:20:00,MTR-03,3980,Warning
0.212,41.02,49.33,-2.0,-0.777,2.0,2026-04-17 10:25:00,MTR-03,4461,Warning
0.277,40.94,49.38,2.0,0.592,1.529,2026-04-17 10:30:00,MTR-02,4704,Warning
0.229,41.19,49.33,0.262,0.309,-0.458,2026-04-17 10:35:00,MTR-01,4318,Warning
0.068,45.15,49.19,-2.0,-1.021,0.844,2026-04-17 10:40:00,MTR-01,4918,Critical
0.155,41.27,49.33,-0.639,-0.123,2.0,2026-04-17 10:45:00,MTR-01,4782,Warning
0.146,40.91,49.19,2.0,0.64,0.645,2026-04-17 10:50:00,MTR-03,4290,Warning
0.129,40.99,49.28,2.0,0.598,-0.293,2026-04-17 10:55:00,MTR-02,2061,Warning
0.177,41.27,49.28,-2.0,-0.718,0.055,2026-04-17 11:00:00,MTR-01,4249,Warning
0.081,41.49,49.33,0.135,0.119,2.0,2026-04-17 11:05:00,MTR-01,4511,Warning
0.103,41.05,49.33,2.0,0.567,-0.518,2026-04-17 11:10:00,MTR-02,3774,Warning
0.12,41.16,49.28,-2.0,-0.819,0.129,2026-04-17 11:15:00,MTR-03,3911,Warning
0.138,41.05,49.33,-0.22,0.016,2.0,2026-04-17 11:20:00,MTR-02,3053,Warning
0.172,40.99,49.19,2.0,0.608,-0.283,2026-04-17 11:25:00,MTR-03,1434,Warning
0.068,41.43,49.24,-2.0,-0.488,-0.051,2026-04-17 11:30:00,MTR-03,4586,Warning
0.0,41.46,49.38,-1.085,-0.291,2.0,2026-04-17 11:35:00,MTR-02,4888,Warning
0.094,40.94,49.24,1.263,0.349,2.0,2026-04-17 11:40:00,MTR-03,2373,Warning
0.094,41.82,49.28,1.321,0.472,-0.627,2026-04-17 11:45:00,MTR-03,2599,Warning
0.194,40.78,49.33,-2.0,-1.018,0.968,2026-04-17 11:50:00,MTR-03,2757,Warning
0.207,40.64,49.38,2.0,0.47,2.0,2026-04-17 11:55:00,MTR-03,1585,Warning
0.103,40.78,49.28,1.026,0.417,-0.605,2026-04-17 12:00:00,MTR-02,2515,Warning
0.124,41.13,49.24,-2.0,-0.999,1.108,2026-04-17 12:05:00,MTR-03,1586,Warning
0.181,40.59,49.38,2.0,0.528,1.921,2026-04-17 12:10:00,MTR-02,4852,Warning
0.05,40.83,49.24,0.261,0.31,-0.451,2026-04-17 12:15:00,MTR-01,2398,Warning
0.077,41.05,49.38,-2.0,-0.935,1.556,2026-04-17 12:20:00,MTR-01,2698,Warning
0.225,40.8,49.24,-1.6,-0.528,2.0,2026-04-17 12:25:00,MTR-02,4037,Warning
0.172,41.1,49.28,2.0,0.638,0.803,2026-04-17 12:30:00,MTR-03,4203,Warning
0.138,41.02,49.24,-1.328,-0.075,-0.19,2026-04-17 12:35:00,MTR-02,2654,Warning
0.142,41.32,49.38,-1.787,-0.631,2.0,2026-04-17 12:40:00,MTR-02,3950,Warning
0.129,40.78,49.33,2.0,0.623,1.3,2026-04-17 12:45:00,MTR-03,4112,Warning
0.085,41.16,49.33,-0.107,0.243,-0.395,2026-04-17 12:50:00,MTR-03,4905,Warning
0.103,41.05,49.38,-2.0,-0.935,1.549,2026-04-17 12:55:00,MTR-02,3077,Warning
0.124,40.89,49.33,2.0,0.519,1.942,2026-04-17 13:00:00,MTR-01,1637,Warning
0.151,40.78,49.28,0.863,0.401,-0.578,2026-04-17 13:05:00,MTR-01,2631,Warning
0.107,40.75,49.24,-1.134,-0.025,-0.202,2026-04-17 13:10:00,MTR-01,3489,Warning
0.09,41.05,49.38,-1.913,-0.7,2.0,2026-04-17 13:15:00,MTR-02,2545,Warning
0.081,40.83,49.33,2.0,0.632,0.614,2026-04-17 13:20:00,MTR-01,4819,Warning
0.072,41.35,49.28,-2.0,-0.517,-0.031,2026-04-17 13:25:00,MTR-01,1848,Warning
0.181,41.1,49.24,0.22,0.139,2.0,2026-04-17 13:30:00,MTR-02,3893,Warning
0.059,42.27,49.38,1.494,0.48,-0.629,2026-04-17 13:35:00,MTR-03,4568,Warning
0.181,41.1,49.28,-2.0,-0.886,1.775,2026-04-17 13:40:00,MTR-01,1683,Warning
0.159,41.1,49.33,2.0,0.646,0.425,2026-04-17 13:45:00,MTR-02,4456,Warning
0.177,40.61,49.28,1.105,0.445,-0.595,2026-04-17 13:50:00,MTR-03,1396,Warning
0.22,41.16,49.33,-2.0,-0.944,1.557,2026-04-17 13:55:00,MTR-02,2578,Warning
0.085,41.63,49.28,2.0,0.646,1.037,2026-04-17 14:00:00,MTR-02,3667,Warning
0.22,41.57,49.24,-1.74,-0.218,-0.13,2026-04-17 14:05:00,MTR-03,3473,Warning
0.081,41.32,49.38,-1.014,-0.254,2.0,2026-04-17 14:10:00,MTR-02,3020,Warning
0.138,41.24,49.33,2.0,0.614,-0.302,2026-04-17 14:15:00,MTR-02,1819,Warning
0.085,40.51,49.28,-2.0,-0.877,0.211,2026-04-17 14:20:00,MTR-02,2698,Warning
0.216,40.8,49.42,0.29,0.156,2.0,2026-04-17 14:25:00,MTR-02,4900,Warning
0.216,40.8,49.33,2.0,0.555,-0.559,2026-04-17 14:30:00,MTR-02,2197,Warning
0.216,40.8,49.38,-0.256,0.197,-0.359,2026-04-17 14:35:00,MTR-03,1625,Warning
0.103,40.8,49.33,-2.0,-0.758,2.0,2026-04-17 14:40:00,MTR-02,3337,Warning
0.064,40.24,49.38,2.0,0.638,1.061,2026-04-17 14:45:00,MTR-02,2030,Warning
0.094,40.94,49.33,-1.458,-0.116,-0.159,2026-04-17 14:50:00,MTR-02,1657,Warning
0.081,40.89,49.38,-1.455,-0.458,2.0,2026-04-17 14:55:00,MTR-02,3430,Warning
0.151,40.99,49.33,2.0,0.642,0.437,2026-04-17 15:00:00,MTR-02,2128,Warning
0.12,40.8,49.47,-2.0,-0.388,-0.086,2026-04-17 15:05:00,MTR-03,2262,Warning
0.081,40.75,49.42,-0.934,-0.235,2.0,2026-04-17 15:10:00,MTR-03,2387,Warning
0.059,40.4,49.28,2.0,0.617,-0.078,2026-04-17 15:15:00,MTR-01,4410,Warning
0.142,41.19,49.38,1.316,0.467,-0.614,2026-04-17 15:20:00,MTR-01,3200,Warning
0.177,40.91,49.33,-2.0,-1.032,0.732,2026-04-17 15:25:00,MTR-01,2725,Warning
0.181,40.72,49.38,1.307,0.355,2.0,2026-04-17 15:30:00,MTR-03,2881,Warning
0.003,40.83,49.33,1.468,0.483,-0.611,2026-04-17 15:35:00,MTR-02,4970,Warning
0.12,40.75,49.38,-2.0,-1.014,0.979,2026-04-17 15:40:00,MTR-03,3105,Warning
0.216,41.32,49.33,2.0,0.544,1.863,2026-04-17 15:45:00,MTR-01,4059,Warning
0.181,40.75,49.38,0.049,0.267,-0.418,2026-04-17 15:50:00,MTR-02,1186,Warning
0.094,40.94,49.33,-2.0,-0.946,1.501,2026-04-17 15:55:00,MTR-03,4297,Warning
0.216,40.48,49.38,1.527,0.39,2.0,2026-04-17 16:00:00,MTR-01,3720,Warning
0.072,40.75,49.38,0.798,0.261,2.0,2026-04-17 16:05:00,MTR-03,2608,Warning
0.003,41.02,49.42,2.0,0.639,0.303,2026-04-17 16:10:00,MTR-03,1631,Warning
0.159,40.45,49.28,-0.73,0.095,-0.278,2026-04-17 16:15:00,MTR-01,2087,Warning
0.068,41.05,49.42,-2.0,-0.98,1.316,2026-04-17 16:20:00,MTR-01,2684,Warning
0.02,40.59,49.38,1.47,0.377,2.0,2026-04-17 16:25:00,MTR-03,4038,Warning
0.242,40.94,49.42,2.0,0.584,-0.442,2026-04-17 16:30:00,MTR-01,4422,Warning
0.085,40.86,49.38,-2.0,-0.417,-0.087,2026-04-17 16:35:00,MTR-03,3783,Warning
0.142,41.27,49.42,-1.634,-0.545,2.0,2026-04-17 16:40:00,MTR-03,1480,Warning
0.159,40.53,49.47,2.0,0.62,1.284,2026-04-17 16:45:00,MTR-02,1515,Warning
0.268,40.99,49.38,2.0,0.636,0.614,2026-04-17 16:50:00,MTR-01,4795,Warning
0.077,40.78,49.52,-0.899,0.065,-0.238,2026-04-17 16:55:00,MTR-01,1827,Warning
0.212,41.05,49.38,-2.0,-0.83,1.986,2026-04-17 17:00:00,MTR-03,3841,Warning
0.111,40.91,49.42,2.0,0.58,1.711,2026-04-17 17:05:00,MTR-03,4736,Warning
0.155,40.67,49.38,0.547,0.384,-0.506,2026-04-17 17:10:00,MTR-01,2878,Warning
0.09,40.69,49.42,-2.0,-1.015,1.012,2026-04-17 17:15:00,MTR-02,2731,Warning
0.146,40.83,49.28,1.722,0.425,2.0,2026-04-17 17:20:00,MTR-02,2251,Warning
0.138,40.56,49.42,1.469,0.499,-0.614,2026-04-17 17:25:00,MTR-02,3874,Warning
0.011,40.4,49.38,-2.0,-0.941,0.285,2026-04-17 17:30:00,MTR-03,3661,Warning
0.199,40.75,49.38,-2.0,-1.016,0.948,2026-04-17 17:35:00,MTR-01,3882,Warning
0.159,41.21,49.33,0.444,0.168,2.0,2026-04-17 17:40:00,MTR-02,3489,Warning
0.242,40.29,49.47,2.0,0.628,-0.03,2026-04-17 17:45:00,MTR-01,1611,Warning
0.098,40.78,49.42,-1.634,-0.158,-0.148,2026-04-17 17:50:00,MTR-01,3224,Warning
0.085,40.91,49.38,-2.0,-0.821,2.0,2026-04-17 17:55:00,MTR-03,3428,Warning
0.072,40.67,49.42,2.0,0.558,1.783,2026-04-17 18:00:00,MTR-01,3691,Warning
0.138,41.05,49.38,1.035,0.431,-0.576,2026-04-17 18:05:00,MTR-03,2504,Warning
0.146,40.67,49.33,-2.0,-1.001,0.529,2026-04-17 18:10:00,MTR-03,4490,Warning
0.181,40.69,49.28,0.273,0.129,2.0,2026-04-17 18:15:00,MTR-03,2119,Warning
0.216,40.89,49.38,0.962,0.284,2.0,2026-04-17 18:20:00,MTR-02,2576,Warning
0.19,41.74,49.28,2.0,0.623,0.016,2026-04-17 18:25:00,MTR-01,1326,Warning
0.124,40.75,49.38,-1.358,-0.074,-0.179,2026-04-17 18:30:00,MTR-03,2428,Warning
0.151,40.75,49.42,-2.0,-0.937,1.592,2026-04-17 18:35:00,MTR-02,4476,Warning
0.159,41.27,49.28,1.148,0.319,2.0,2026-04-17 18:40:00,MTR-01,3911,Warning
0.111,40.83,49.42,2.0,0.619,-0.265,2026-04-17 18:45:00,MTR-01,4704,Warning
0.068,40.67,49.38,-1.942,-0.286,-0.111,2026-04-17 18:50:00,MTR-02,2697,Warning
0.055,40.61,49.42,-1.956,-0.722,2.0,2026-04-17 18:55:00,MTR-02,1005,Warning
0.142,40.75,49.38,2.0,0.586,1.655,2026-04-17 19:00:00,MTR-01,4070,Warning
0.081,40.8,49.38,2.0,0.652,0.848,2026-04-17 19:05:00,MTR-01,2494,Warning
0.164,41.05,49.47,-0.246,0.202,-0.364,2026-04-17 19:10:00,MTR-01,3963,Warning
0.155,40.75,49.38,-2.0,-0.965,1.421,2026-04-17 19:15:00,MTR-02,3936,Warning
0.103,40.69,49.42,2.0,0.53,1.896,2026-04-17 19:20:00,MTR-03,1614,Warning
0.146,40.75,49.38,0.643,0.382,-0.528,2026-04-17 19:25:00,MTR-03,1250,Warning
0.103,40.94,49.33,-2.0,-1.011,1.104,2026-04-17 19:30:00,MTR-01,1326,Warning
0.09,40.83,49.38,1.805,0.435,2.0,2026-04-17 19:35:00,MTR-02,4195,Warning
0.181,40.75,49.33,1.357,0.46,-0.621,2026-04-17 19:40:00,MTR-02,2375,Warning
0.072,40.32,49.47,-2.0,-1.019,0.887,2026-04-17 19:45:00,MTR-02,1457,Warning
0.12,40.89,49.47,-1.969,-0.734,2.0,2026-04-17 19:50:00,MTR-03,3049,Warning
0.068,40.75,49.47,2.0,0.577,1.677,2026-04-17 19:55:00,MTR-03,1066,Warning
0.146,40.13,49.47,1.034,0.435,-0.589,2026-04-17 20:00:00,MTR-01,3765,Warning
0.164,40.91,49.42,-2.0,-0.964,0.404,2026-04-17 20:05:00,MTR-03,3755,Warning
0.172,40.75,49.47,-0.043,0.051,2.0,2026-04-17 20:10:00,MTR-03,3498,Warning
0.072,41.27,49.52,2.0,0.645,0.2,2026-04-17 20:15:00,MTR-03,1989,Warning
0.212,40.29,49.38,-1.109,-0.016,-0.215,2026-04-17 20:20:00,MTR-02,1998,Warning
0.138,40.61,49.42,-2.0,-0.854,1.91,2026-04-17 20:25:00,MTR-01,1184,Warning
0.164,40.45,49.38,2.0,0.521,1.935,2026-04-17 20:30:00,MTR-01,4443,Warning
0.268,40.72,49.38,2.0,0.635,0.988,2026-04-17 20:35:00,MTR-01,4363,Warning
0.09,40.56,49.38,-0.823,0.067,-0.268,2026-04-17 20:40:00,MTR-01,4601,Warning
0.138,40.61,49.47,-2.0,-0.81,2.0,2026-04-17 20:45:00,MTR-03,3412,Warning
0.111,41.1,49.52,2.0,0.569,1.712,2026-04-17 20:50:00,MTR-02,2855,Warning
0.146,40.75,49.47,0.47,0.357,-0.512,2026-04-17 20:55:00,MTR-01,2929,Warning
0.199,40.69,49.52,-2.0,-1.003,1.167,2026-04-17 21:00:00,MTR-02,1422,Warning
0.037,40.67,49.47,1.745,0.424,2.0,2026-04-17 21:05:00,MTR-01,4226,Warning
0.146,41.27,49.42,1.429,0.484,-0.631,2026-04-17 21:10:00,MTR-03,3235,Warning
0.251,40.34,49.47,-2.0,-1.015,0.773,2026-04-17 21:15:00,MTR-03,1538,Warning
0.103,40.4,49.57,-2.0,-0.771,2.0,2026-04-17 21:20:00,MTR-02,1787,Warning
0.159,40.48,49.52,2.0,0.631,1.237,2026-04-17 21:25:00,MTR-03,2839,Warning
0.216,40.34,49.47,-1.422,-0.111,-0.167,2026-04-17 21:30:00,MTR-01,2730,Warning
0.007,40.75,49.52,-1.39,-0.446,2.0,2026-04-17 21:35:00,MTR-01,3042,Warning
0.124,39.97,49.47,2.0,0.651,0.599,2026-04-17 21:40:00,MTR-02,1355,Warning
0.077,39.89,49.42,-1.251,-0.045,-0.193,2026-04-17 21:45:00,MTR-02,4830,Warning
0.011,40.75,49.47,-1.929,-0.704,2.0,2026-04-17 21:50:00,MTR-01,4675,Warning
0.081,40.75,49.47,-0.279,0.211,-0.349,2026-04-17 21:55:00,MTR-01,3511,Warning
0.0,40.45,49.57,-2.0,-0.658,0.009,2026-04-17 22:00:00,MTR-02,4804,Warning
0.124,40.72,49.52,1.317,0.339,2.0,2026-04-17 22:05:00,MTR-02,3092,Warning
0.194,40.48,49.47,-0.552,0.145,-0.302,2026-04-17 22:10:00,MTR-01,4299,Warning
0.037,40.05,49.52,-0.814,-0.2,2.0,2026-04-17 22:15:00,MTR-01,1262,Warning
0.181,41.24,49.57,1.167,0.455,-0.591,2026-04-17 22:20:00,MTR-02,4956,Warning
0.107,40.75,49.52,-1.879,-0.687,2.0,2026-04-17 22:25:00,MTR-01,4480,Warning
0.146,40.42,49.38,2.0,0.649,0.313,2026-04-17 22:30:00,MTR-01,3399,Warning
0.164,39.38,49.52,-2.0,-0.506,-0.048,2026-04-17 22:35:00,MTR-01,1241,Warning
0.159,40.75,49.47,-0.676,-0.153,2.0,2026-04-17 22:40:00,MTR-01,2956,Warning
0.077,40.69,49.47,1.067,0.301,2.0,2026-04-17 22:45:00,MTR-01,3836,Warning
0.081,40.24,49.52,1.467,0.495,-0.619,2026-04-17 22:50:00,MTR-02,3941,Warning
0.02,40.53,49.57,-2.0,-0.995,1.219,2026-04-17 22:55:00,MTR-01,1156,Warning
0.124,40.69,49.42,2.0,0.651,1.06,2026-04-17 23:00:00,MTR-03,4133,Warning
0.111,40.8,49.57,-2.0,-0.349,-0.088,2026-04-17 23:05:00,MTR-02,2843,Warning
0.155,41.13,49.52,-0.23,-0.002,2.0,2026-04-17 23:10:00,MTR-01,4641,Warning
0.172,40.72,49.47,1.854,0.539,-0.609,2026-04-17 23:15:00,MTR-02,1780,Warning
0.159,39.94,49.42,-2.0,-1.009,1.093,2026-04-17 23:20:00,MTR-02,3331,Warning
0.09,40.45,49.38,2.0,0.594,1.574,2026-04-17 23:25:00,MTR-02,4936,Warning
0.286,40.45,49.38,2.0,0.605,-0.279,2026-04-17 23:30:00,MTR-02,2194,Warning
0.0,40.56,49.42,-2.0,-0.893,0.285,2026-04-17 23:35:00,MTR-01,3426,Warning
0.02,40.56,49.47,1.695,0.411,2.0,2026-04-17 23:40:00,MTR-03,2179,Warning
0.142,42.27,49.42,0.751,0.398,-0.555,2026-04-17 23:45:00,MTR-02,1706,Warning
0.064,40.75,49.38,-2.0,-0.797,2.0,2026-04-17 23:50:00,MTR-01,2939,Warning
0.068,40.48,49.42,2.0,0.653,0.6,2026-04-17 23:55:00,MTR-02,4031,Warning
0.194,40.29,49.47,-2.0,-0.744,0.092,2026-04-18 00:00:00,MTR-01,3427,Warning
0.081,40.69,49.33,1.734,0.424,2.0,2026-04-18 00:05:00,MTR-01,2330,Warning
0.177,39.89,49.38,-0.551,0.141,-0.3,2026-04-18 00:10:00,MTR-01,1787,Warning
0.0,40.42,49.38,-2.0,-0.982,0.464,2026-04-18 00:15:00,MTR-01,2171,Warning
0.029,40.67,49.42,2.0,0.577,1.73,2026-04-18 00:20:00,MTR-02,4969,Warning
0.042,40.59,49.38,-1.511,-0.117,-0.154,2026-04-18 00:25:00,MTR-02,3194,Warning
0.068,40.48,49.33,-0.759,-0.185,2.0,2026-04-18 00:30:00,MTR-02,4854,Warning
0.094,40.67,49.47,2.0,0.559,-0.567,2026-04-18 00:35:00,MTR-01,3273,Warning
0.216,40.72,49.52,-2.0,-0.847,1.926,2026-04-18 00:40:00,MTR-02,4282,Warning
0.172,40.4,49.38,2.0,0.605,-0.288,2026-04-18 00:45:00,MTR-01,3000,Warning
0.094,41.13,49.33,-2.0,-0.891,1.78,2026-04-18 00:50:00,MTR-01,2774,Warning
0.0,40.67,49.47,2.0,0.584,-0.45,2026-04-18 00:55:00,MTR-03,1321,Warning
0.225,40.48,49.47,-2.0,-0.453,-0.044,2026-04-18 01:00:00,MTR-01,4503,Warning
0.042,40.48,49.42,0.935,0.258,2.0,2026-04-18 01:05:00,MTR-02,4670,Warning
0.177,41.54,49.38,1.486,0.488,-0.635,2026-04-18 01:10:00,MTR-01,3523,Warning
0.22,40.59,49.42,-2.0,-1.019,0.922,2026-04-18 01:15:00,MTR-03,1174,Warning
0.09,40.61,49.38,2.0,0.617,1.364,2026-04-18 01:20:00,MTR-03,4958,Warning
0.081,40.56,49.33,-2.0,-0.628,0.0,2026-04-18 01:25:00,MTR-02,1878,Warning
0.164,40.26,49.38,2.0,0.52,1.986,2026-04-18 01:30:00,MTR-02,1057,Warning
0.055,40.69,49.33,-2.0,-0.346,-0.075,2026-04-18 01:35:00,MTR-03,2964,Warning
0.085,40.4,49.28,0.876,0.257,2.0,2026-04-18 01:40:00,MTR-03,4334,Warning
0.151,40.13,49.38,2.0,0.64,0.98,2026-04-18 01:45:00,MTR-03,1386,Warning
0.016,41.1,49.33,-1.401,-0.09,-0.167,2026-04-18 01:50:00,MTR-01,4092,Warning
0.168,40.78,49.38,-0.645,-0.141,2.0,2026-04-18 01:55:00,MTR-03,2468,Warning
0.081,40.86,49.42,0.793,0.388,-0.565,2026-04-18 02:00:00,MTR-02,2084,Warning
0.094,41.05,49.38,-0.681,-0.152,2.0,2026-04-18 02:05:00,MTR-03,4309,Warning
0.26,40.78,49.42,-0.033,0.26,-0.396,2026-04-18 02:10:00,MTR-01,3013,Warning
0.233,40.67,49.47,0.807,0.239,2.0,2026-04-18 02:15:00,MTR-03,1779,Warning
0.264,40.75,49.33,-2.0,-0.317,-0.082,2026-04-18 02:20:00,MTR-03,1986,Warning
0.181,40.78,49.38,2.0,0.588,1.551,2026-04-18 02:25:00,MTR-03,2092,Warning
0.216,40.53,49.38,-0.246,0.224,-0.345,2026-04-18 02:30:00,MTR-03,3694,Warning
0.212,40.72,49.42,1.508,0.386,2.0,2026-04-18 02:35:00,MTR-03,4464,Warning
0.151,40.72,49.47,-2.0,-0.724,0.081,2026-04-18 02:40:00,MTR-01,2959,Warning
0.081,40.75,49.42,2.0,0.641,0.612,2026-04-18 02:45:00,MTR-02,2519,Warning
0.081,40.69,49.28,-2.0,-0.855,1.866,2026-04-18 02:50:00,MTR-02,3961,Warning
0.177,40.78,49.42,0.794,0.398,-0.57,2026-04-18 02:55:00,MTR-02,2915,Warning
0.207,40.51,49.47,0.999,0.283,2.0,2026-04-18 03:00:00,MTR-01,2609,Warning
0.207,40.48,49.33,-2.0,-0.507,-0.028,2026-04-18 03:05:00,MTR-03,4560,Warning
0.159,40.72,49.47,2.0,0.64,1.102,2026-04-18 03:10:00,MTR-03,2749,Warning
0.107,40.75,49.38,-1.259,-0.033,-0.178,2026-04-18 03:15:00,MTR-03,3529,Warning
0.177,40.72,49.42,2.0,0.533,1.887,2026-04-18 03:20:00,MTR-02,2972,Warning
0.077,40.89,49.38,-2.0,-0.98,0.487,2026-04-18 03:25:00,MTR-02,3345,Warning
0.111,40.37,49.52,2.0,0.615,-0.258,2026-04-18 03:30:00,MTR-01,2677,Warning
0.003,40.16,49.47,-1.506,-0.504,2.0,2026-04-18 03:35:00,MTR-03,2973,Warning
0.159,40.59,49.42,0.002,0.27,-0.397,2026-04-18 03:40:00,MTR-01,2783,Warning
0.011,40.37,49.38,0.933,0.268,2.0,2026-04-18 03:45:00,MTR-02,1258,Warning
0.05,40.51,49.42,-2.0,-0.493,-0.037,2026-04-18 03:50:00,MTR-02,4577,Warning
0.085,40.34,49.47,2.0,0.621,1.278,2026-04-18 03:55:00,MTR-01,4492,Warning
0.142,40.75,49.38,-0.845,0.074,-0.244,2026-04-18 04:00:00,MTR-03,3742,Warning
0.155,40.45,49.28,1.861,0.447,2.0,2026-04-18 04:05:00,MTR-01,1928,Warning
0.059,40.45,49.38,-2.0,-0.815,0.156,2026-04-18 04:10:00,MTR-01,1462,Warning
0.207,40.94,49.42,2.0,0.631,0.295,2026-04-18 04:15:00,MTR-02,1735,Warning
0.203,40.45,49.38,-2.0,-0.804,2.0,2026-04-18 04:20:00,MTR-03,1714,Warning
0.142,40.51,49.33,1.088,0.446,-0.605,2026-04-18 04:25:00,MTR-03,2307,Warning
0.207,41.82,49.38,0.291,0.125,2.0,2026-04-18 04:30:00,MTR-02,1467,Warning
0.042,40.67,49.33,-1.96,-0.277,-0.096,2026-04-18 04:35:00,MTR-02,1205,Warning
0.146,40.67,49.38,2.0,0.585,1.598,2026-04-18 04:40:00,MTR-03,2235,Warning
0.081,40.32,49.47,-0.529,0.159,-0.301,2026-04-18 04:45:00,MTR-01,2930,Warning
0.138,39.94,49.47,2.0,0.464,2.0,2026-04-18 04:50:00,MTR-01,1093,Warning
0.12,40.67,49.57,-2.0,-0.831,0.174,2026-04-18 04:55:00,MTR-01,2828,Warning
0.081,40.94,49.52,2.0,0.633,0.34,2026-04-18 05:00:00,MTR-01,4517,Warning
0.059,40.53,49.38,-2.0,-0.854,1.892,2026-04-18 05:05:00,MTR-03,1299,Warning
0.164,40.48,49.42,1.313,0.478,-0.619,2026-04-18 05:10:00,MTR-02,4459,Warning
0.155,40.75,49.47,0.197,0.101,2.0,2026-04-18 05:15:00,MTR-02,3015,Warning
0.042,40.24,49.42,-2.0,-0.35,-0.073,2026-04-18 05:20:00,MTR-02,2504,Warning
0.138,40.59,49.47,2.0,0.622,1.39,2026-04-18 05:25:00,MTR-01,2659,Warning
0.068,40.45,49.47,-0.802,0.088,-0.254,2026-04-18 05:30:00,MTR-02,1612,Warning
0.081,40.07,49.47,2.0,0.493,2.0,2026-04-18 05:35:00,MTR-02,3394,Warning
0.172,40.67,49.47,-2.0,-0.874,0.216,2026-04-18 05:40:00,MTR-03,1727,Warning
0.094,40.32,49.42,2.0,0.627,0.391,2026-04-18 05:45:00,MTR-01,1284,Warning
0.133,40.67,49.47,-2.0,-0.792,2.0,2026-04-18 05:50:00,MTR-02,3297,Warning
0.024,40.61,49.52,0.85,0.413,-0.579,2026-04-18 05:55:00,MTR-02,1133,Warning
0.072,40.61,49.47,0.762,0.229,2.0,2026-04-18 06:00:00,MTR-02,1738,Warning
0.216,40.69,49.52,-2.0,-0.612,0.006,2026-04-18 06:05:00,MTR-03,4128,Warning
0.168,40.67,49.38,2.0,0.643,0.978,2026-04-18 06:10:00,MTR-03,2424,Warning
0.216,40.64,49.57,-1.067,0.013,-0.204,2026-04-18 06:15:00,MTR-01,4309,Warning
0.016,40.45,49.52,1.749,0.418,2.0,2026-04-18 06:20:00,MTR-01,4807,Warning
0.111,40.21,49.47,-2.0,-0.753,0.103,2026-04-18 06:25:00,MTR-03,4593,Warning
0.151,40.75,49.52,2.0,0.634,0.327,2026-04-18 06:30:00,MTR-02,4622,Warning
0.094,40.59,49.57,-2.0,-0.785,2.0,2026-04-18 06:35:00,MTR-01,4457,Warning
0.155,41.05,49.52,2.0,0.584,-0.465,2026-04-18 06:40:00,MTR-03,3597,Warning
0.081,40.75,49.47,-1.661,-0.592,2.0,2026-04-18 06:45:00,MTR-01,2853,Warning
0.216,40.18,49.52,1.095,0.46,-0.599,2026-04-18 06:50:00,MTR-02,3369,Warning
0.338,40.42,49.47,-0.47,-0.099,2.0,2026-04-18 06:55:00,MTR-01,2382,Warning
0.007,40.61,49.38,2.0,0.603,-0.153,2026-04-18 07:00:00,MTR-02,4566,Warning
0.042,40.59,49.52,-1.972,-0.755,2.0,2026-04-18 07:05:00,MTR-01,4550,Warning
0.142,40.72,49.47,1.475,0.491,-0.631,2026-04-18 07:10:00,MTR-03,3991,Warning
0.081,39.91,49.52,-0.552,-0.118,2.0,2026-04-18 07:15:00,MTR-03,3977,Warning
0.181,40.61,49.47,-0.968,0.04,-0.249,2026-04-18 07:20:00,MTR-01,1824,Warning
0.033,40.69,49.42,2.0,0.47,2.0,2026-04-18 07:25:00,MTR-03,1434,Warning
0.207,40.32,49.47,-2.0,-0.927,0.349,2026-04-18 07:30:00,MTR-03,4725,Warning
0.0,40.69,49.42,2.0,0.623,-0.006,2026-04-18 07:35:00,MTR-01,3204,Warning
0.081,40.59,49.66,-1.876,-0.701,2.0,2026-04-18 07:40:00,MTR-01,1114,Warning
0.364,40.67,49.47,2.0,0.621,1.295,2026-04-18 07:45:00,MTR-03,2079,Warning
0.19,40.78,49.52,-2.0,-0.972,0.442,2026-04-18 07:50:00,MTR-02,2691,Warning
0.05,40.72,49.47,2.0,0.636,0.435,2026-04-18 07:55:00,MTR-03,1547,Warning
0.124,40.51,49.52,-2.0,-0.968,1.343,2026-04-18 08:00:00,MTR-01,4047,Warning
0.094,40.69,49.57,2.0,0.571,-0.502,2026-04-18 08:05:00,MTR-02,4769,Warning
0.085,40.48,49.52,-1.305,-0.424,2.0,2026-04-18 08:10:00,MTR-02,4467,Warning
0.003,40.59,49.57,0.198,0.298,-0.459,2026-04-18 08:15:00,MTR-02,3445,Warning
0.151,40.56,49.61,0.879,0.258,2.0,2026-04-18 08:20:00,MTR-01,4477,Warning
0.246,40.4,49.52,-1.952,-0.271,-0.099,2026-04-18 08:25:00,MTR-01,2192,Warning
0.142,40.78,49.47,-1.52,-0.513,2.0,2026-04-18 08:30:00,MTR-01,1648,Warning
0.111,40.72,49.42,0.627,0.381,-0.539,2026-04-18 08:35:00,MTR-03,1638,Warning
0.129,40.75,49.57,0.331,0.129,2.0,2026-04-18 08:40:00,MTR-02,1038,Warning
